ASN|CC|AS_Name
3359|CA|U-ALBERTA - University of Alberta
335|Unknown|AS335
33602|CA|TELUQ - Tele-Universite
33603|US|DOMINOS-WRC-BLK01 - DOMINOS PIZZA, LLC
33604|US|BTNETWORK - Burlington Telecom
33605|US|BRO-ALP-INTER-PORT - Broder Bros
33606|US|TEKLINKS - TekLinks, Inc.
33607|US|WSC-PHILADELPHIA-PA - Weidenhammer
33608|US|HOOD-COLLEGE - Hood College
33610|CA|SAPGLOBAL - SAPUTO INC
33613|US|RF-SF - Rodan & Fields LLC
33614|Unknown|-Reserved AS-
33615|US|EVHC - Envision Healthcare Holdings, Inc
33616|US|CO-MO-COMM - Co-Mo Comm Inc
33617|Unknown|-Reserved AS-
33618|US|SERVLET-LLC-AS - Logical Solutions Inc
33619|US|AMD-MARKHAM - Advanced Micro Devices, Inc.
3361|US|DF-TUKWILA01 - Digital Fortress, Inc.
33620|US|ALTRINSIC - Altrinsic Global Advisors, LLC
33623|US|ALHNVL-HAYNEVILLE-TELEPHONE - Hayneville Telephone Company
33625|Unknown|-Reserved AS-
33627|US|VISTEON - VISTEON CORPORATION
33628|Unknown|-Reserved AS-
33629|US|NKU-AS1 - Northern Kentucky University
33630|US|WCSR - WOMBLE CARLYLE SANDRIDGE & RICE, LLP
33631|US|PARC-ASN - Palo Alto Research Center Incorporated
33632|US|MSU-EAGLE - Morehead State University
33633|US|USG-CORPORATION - USG Corporation, Inc.
33635|US|COLORADO-CENTRAL-TELECOM - Colorado Central Telecom
33636|US|WOFFORD-COLLEGE - Wofford College
33638|US|SCOTTS-AS - CITY OF SCOTTSBURG
33639|US|CENTEX - Centex Service Company
3363|HK|HKUST-AS-HK Hong Kong University of Science and Technology
33642|US|NLETS - Nlets
33643|US|JELLYBELLY - Jelly Belly Candy Company
33644|US|OSUFCUASN - OSU FEDERAL CREDIT UNION
33645|US|ODYSSEYRE - ODYSSEY RE HOLDINGS CORP
33647|US|YADTELNET - Yadkin Valley Telephone
3364|US|CSDCO-AS - Computer Systems Design Company
33650|US|COMCAST-33650 - Comcast Cable Communications, LLC
33651|US|CMCS - Comcast Cable Communications, LLC
33652|US|CMCS - Comcast Cable Communications, LLC
33653|US|CMCS - Comcast Cable Communications, LLC
33654|US|CMCS - Comcast Cable Communications, LLC
33655|US|CMCS - Comcast Cable Communications, LLC
33656|US|CMCS - Comcast Cable Communications, LLC
33657|US|CMCS - Comcast Cable Communications, LLC
33659|US|CMCS - Comcast Cable Communications, LLC
3365|US|MCSNET - Oak Point Partners Inc
33660|US|CMCS - Comcast Cable Communications, LLC
33661|US|CMCS - Comcast Cable Communications, LLC
33662|US|CMCS - Comcast Cable Communications, LLC
33665|US|CMCS - Comcast Cable Communications, LLC
33666|US|CMCS - Comcast Cable Communications, LLC
33667|US|CMCS - Comcast Cable Communications, LLC
33668|US|CMCS - Comcast Cable Communications, LLC
3366|US|A2I-WEST - a2i communications
33670|US|NOVASOUTHEASTERNAS - Nova University
33673|US|NE-AS1 - MCN Online, LLC
33674|US|COGNEX-HQ - Cognex Corporation
33675|US|SURESCRIPTS - SURESCRIPTS, LLC
33677|US|SIROTA-CONSULTING-LLC - Sirota Consulting
33679|Unknown|-Reserved AS-
3367|CA|F6NET - F6 Networks Inc
33680|US|TELEPERFORMANCE-USA - TELEPERFORMANCE USA
33681|US|COMPTRK - Competitrack Inc.
33683|US|UIWTX - University of the Incarnate Word
33684|US|MILBANK - MILBANK TWEED HADLEY MCCLOY
33686|US|SUNDOT-2005 - SUN DOT COMMUNICATIONS, LLC.
33691|US|APPTIS-HQ-ASN1 - Apptis, Inc.
33692|US|MACALE - Macalester College
33693|US|REDANVIL - Red Anvil LLC.
33694|US|XAXIS-AS3 - xaxis, inc.
33695|US|SCALEMATRIX - ScaleMatrix
33699|US|RUSSELL-MARKETING-RESEARCH - Russell Marketing Research, Inc.
3369|US|MCI-ASN - MCI
336|Unknown|AS336
33700|US|SMART-CITY-CNCC - Smart City Networks, L.P.
33701|US|HT-OLD-NEXUS - HuntTel
33703|US|HOFSTRA-UNIVERSITY - Hofstra University
33705|CA|DIGITAL-SHAPE-TECHNOLOGIES - Digital Shape Technologies Inc.
33706|US|GCS - Global Communications Services Inc.
33710|US|CNLR-ASN - National Retail Properties, Inc.
33714|US|HBCS-NC-AS1 - Hospital Billing and Collection Services
33717|US|CHT-GLOBAL - Chunghwa Telecom Global, INC
33719|US|SPE-IST - Sony Pictures Entertainment, Inc.
3371|Unknown|AS3371
33722|US|CCCR-AS - Cache Creek Casino Resort
33723|US|LENNAR - Lennar Corporation
33724|US|BIZNESSHOSTING-DBA-VOLICO - VOLICO
33725|US|SITCO---OHARA-DC - SIT-CO, LLC
33726|US|GENEVACOLLEGE-AS - GENEVA COLLEGE
33728|US|UNITELINC - Unitel Inc
33729|US|JAVITS - Jacob K. Javits Convention Center
3372|Unknown|AS3372
33730|US|BAC-AS-LIB-EXTERNAL - Bank of America
33732|US|LUMINUS-AS - Luminus Management, LLC
33734|US|MPW-MACHLINK-NET - Muscatine Power and Water
33736|US|PILLARHOTELS-ASN - Pillar Hotels & Resorts, L.P.
33737|US|WEBROOT-ASN1 - Webroot Software, Inc.
33738|US|UNITED-STATES-HOLOCAUST-MEMORIAL-MUSEUM - United States Holocaust Memorial Museum
33739|US|MYSPACE - Myspace, Inc.
3373|Unknown|AS3373
33740|US|TMGHEALTH-FTW - TMG Health, Inc
33742|US|TELX-SFO - Telx
33743|US|HVW-ALB1 - Hudson Valley Wireless
33746|US|TTEK-AS - TETRA TECH, INC.
33748|US|DSCI - DSCI Corporation
33749|US|ATMC - Atlantic Telephone Membership Corp.
3374|Unknown|AS3374
33751|US|BRH - Bartlett Regional Hospital
33753|US|WBMI - West Bend Mutual Insurance Company
33754|US|INDIANA-NEWSPAPERS-INC - Indiana Newspapers, Inc.
33759|US|REGENERON - Regeneron Pharmaceuticals Inc.
3375|Unknown|AS3375
33760|US|CLARIUM - Clarium Capital Management
33761|US|VDC-SCC - Vantage Data Centers
33762|ZA|WBS
33763|NA|Paratus-Telecom
33764|MU|AFRINIC-ZA-JNB-AS
33765|TZ|TTCLDATA
33769|ZA|ITDYNAMICS
3376|Unknown|AS3376
33771|KE|SAFARICOM-LIMITED
33772|TZ|BOL-CO-TZ-AS
33777|EG|EGYPT-NETWORK
33778|EG|Mantrac-Group-AS
33779|DZ|wataniya-telecom-as
3377|Unknown|AS3377
33780|GH|IGH-Accra
33781|BW|OPQ
33782|EG|BA-AS
33785|EG|CITYNET
33786|GH|KNet
33788|SD|KANARTEL
3378|Unknown|AS3378
33790|ZA|FINANT-MEXCOM
33796|DK|BNAA-AS
3379|US|KAISER-NCAL - Kaiser Foundation Health Plan
337|Unknown|AS337
33801|FI|UKKO-AS
33802|IL|SAFECHARGE-AS
33806|PL|COMARCH-DE-AS
33807|PL|INTERSYS-AS
33808|DE|ITENOS
3380|US|PPPL-AS1 - Princeton Plasma Physics Laboratory
33810|DE|NIS-AS Steinfeld (Oldenburg), Germany
33811|DE|PIXELPARK-AS
33813|PT|COFIDIS-PT-AS
33814|DE|TOGNUM-AS
33817|UA|TELEGROUPUA-AS
33819|RU|VVSU-AS
33821|RO|BVB-ASN Bucuresti, B-dul Carol I, 34-36, Sector 2, 020922, Romania
33823|RO|GEMENII
33824|DE|CONSOL-AS
33825|BG|BOR-AS
33826|PL|ORBIS-AS
33827|RO|EUROM-BANK B-dul Aviatorilor nr. 45, sect 1, Bucharest, Romania
33828|DE|IPTOX-AS
33829|RO|RADCOM
3382|ID|ERX-JUITA-UINET University of Indonesia
33830|TR|BKM-AS
33831|JO|RHC-AS
33832|DE|BOC
33835|FR|INFOSAT-AS
33837|SE|PRQ-AS ________________________
33838|PL|BETANET-AS
33839|RO|ALTAIR-NET-AS
33842|RU|CROSSTEL-AS
33843|DE|INTERSCHOLZ-AS
33844|RU|TDCRU-AS
33845|CH|SWISSGOV
33846|DE|DATAPORT-AS
33847|AE|PI
33848|DE|PORSCHE-AS
33849|CH|COMFONE-AS
3384|US|CELT - Center for Educational Leadership and Technology
33850|SI|UNIORSI-AS
33851|UA|EECS-AS
33852|AM|ORG-CCJS1-RIPE Armenian Exchange
33853|BG|PROCREDITBANK-
33854|GB|HOSTIT-AS-NN
33855|UA|EMEDIA-AS
33856|TR|TCMB
33859|GB|TPP-HOSTING-NET
3385|US|BROADVIEWNET-AS-3385 - Broadview Networks, Inc.
33860|GB|ICAP-UK
33864|BE|WDC-AS
33867|LV|AIRBALTIC Latvian airline
33868|PL|IDC
33869|PL|TOSA-POLAND-AS
33871|RU|NORILSK-TELECOM-AS
33872|AT|AMS-AS
33873|DE|ARVATO-SYSTEMS-AS *
33874|MT|VFM-AS Vodafone Malta Ltd AS
33875|RO|GOODNET
33877|CZ|ASOFX
33878|KZ|ATFBANK-AS JSC ATFBank (UniCredit Group)
33879|GB|FORTHS-PORTS-PLC
33881|RO|LIBERTY-AS
33883|CZ|TRIONET-CZ-AS NIX
33885|SE|OWNIT Katarinavagen 15
33886|SE|STOCKHOLMIX-AS
33887|RU|TELESET-NCHELNY
33888|RU|NCPLG-AS Autonomous System
3388|US|UNM-AS - University of New Mexico
33890|AT|PXPAT-AS
33892|RU|SELS-AS
33894|RU|RIKT-AS
33895|PL|PL-TSYSTEMS
33896|DE|SCHIEDEL-AS
3389|US|FORDSRL-AS - Ford Motor Company
338|Unknown|AS338
33901|PL|CONNECTA-AS
33902|RU|STARNET-AS ISP STARNET, Moscow, Russia
33903|RU|CROC-AS
33904|RU|INTELNET-AS Intelcom LLC, Moscow, Russia
33905|EU|AKAMAI-AMS
33906|RO|EUROANSWER-RO-AS tel +40 21 3082000
33907|SE|ORNUS
33908|RU|KIROVTELECOM
3390|US|UMKCNET - University of Missouri - Kansas City
33910|TR|TRAMER-AS
33911|RO|TENNET
33913|RU|RIATEK-AS
33914|IL|COMPASS
33915|NL|TNF-AS
33916|DK|ASCOMFLEX
33917|AT|SPOE-AS
33918|SI|PRIMORSKE-NOVICE-AS Ulica OF 12
33920|GB|AQL
33921|GB|LEBARA-AS Lebara limited
33922|LT|NTT-LT-AS
33923|PL|ART-COM
33924|AL|PRONET-AL-AS
33925|RO|GLOBALIS-AS
33927|UA|UKRMIRCOM-AS ROSTNET
33930|FR|INTRINSEC-AS ACORUS
33932|ES|MINORISA-AS 08272 Sant Fruitos de Bages
33933|DE|M2SOFT-AS
33934|RU|VOLGOGRADEC-AS
33936|RU|SCAT7-AS AS for Teleradio company SCAT-7
33937|HU|SENORG-HU-AS
3393|US|NDEX - National Default Exchange Holdings, LP
33940|DE|WICHMANN-AS
33941|GB|GCONNECT Gconnect Autonomous System
33942|IT|IREN-ENERGIA-AS
33943|CZ|CBEZDRAT-AS
33946|RO|OTPBANK-AS
33947|HU|WLA-NET-HU-AS
33948|RO|REXNET-AS BARLAD VASILE PARVAN 53
33951|PL|FORWEB Local internet provider city Lodz in Poland
33953|GB|EXPERIAN-AS
33954|HU|AHBRT-AS
33958|CH|GSCF
33959|HU|METRO-HU-AS
33960|TR|ASYAFINANS-AS Asyafinans Autonomous System
33961|RO|TELCOR-AS
33962|RU|EUROCOM-AS Moscow
33964|IT|SOGEI-ASN
33965|CH|LITECOM Litecom AG
33967|GB|GB-LANCSCC
33968|GB|INTERNETENGINEERINGAS
33971|RO|BANCPOST-AS Splaiul Independentei 319
33973|BY|EPAM-AS
33974|RU|ASALIANCE
33975|GB|NETCONSULT-AS
33976|SE|SCHIBSTED-AS
33977|RO|BANAT-TELECOM-AS
33978|UA|YAPIC-AS 64, Gogolya st., Simferopol
3397|CA|DAVINCI - Davinci Broadband Inc.
33980|DE|PAF
33981|GB|TSYS-AS
33982|IT|KARUPA-AS
33983|RS|ARTMOTION-AS
33984|DE|SURFPLANET-AS
33985|PL|ASN-RUDCOM
33986|IT|ASN-REDDER
33987|RU|NETWAY-AS
33988|DE|TEAMIX
33990|PL|PROKOM-AS
33991|RU|IGRA-SERVICE-AS
33993|RU|ELSITE-AS Elsite network
33996|PL|PEKAOLIF-AS
33998|CH|REPOWER-AS
33999|UA|GLOBALLOGIC-AS
339|Unknown|AS339
33|US|HP-DIGITAL-33 - Hewlett-Packard Company
34000|FR|FR-RR-CG13 FRANCE
34001|LV|LIVAS-NET-AS Used by LIVAS NET LLC, Riga ,Latvia. Peering with
34002|FR|INTERXION-FR-TRANSIT-AS
34006|FR|VEEPEE-ASN
34007|GB|PROQUOTE
34009|DE|BIFAB-AS
34010|GB|YAHOO-IRD
34011|DE|GD-EMEA-DC-CGN1
34015|DE|GEW-RHEINENERGIE-AS
34017|RU|ASCNET-AS
34019|FR|HIVANE
3401|US|SEATTLE - City of Seattle, Dept. of Admin. Services
34022|RO|INGRO-AS
34024|SI|INFOHIT-AS
34026|GB|BUCKSNET
34027|DK|OFIR The portal, www.Ofir.dk
34029|SE|IBXNORDIC-AS Supplier of global procurement solutions and services.
3402|US|-Reserved AS-
34031|DE|JD-AS
34032|LB|SPIDER
34033|RU|S2116-AS
34035|RU|IP-TEL-AS
34037|LT|VARDAS-LT-AS
34038|RU|COMTEL-TMN-AS
34040|CZ|CZTTNET-AS
34042|RU|MTTELECOM-AS
34043|RO|RISS
34045|PL|MCXSYSTEMS-AS
34046|UA|SHIELD-AS
34047|CZ|DGROUP-AS HISP "D-Group"
34049|CZ|WOSACZ-AS wosa.cz
34051|DE|AMADEUS-TN-AS
34052|RU|LOGIKA-AS
34056|UA|KIEVNET KievNet ISP AS
34058|UA|LIFECELL-AS
34059|HU|SPAR-HU-AS
34060|RO|TCCFR-AS
34062|LB|GCGROUP-AS
34065|UA|NORMA-PLUS-AS
34066|GB|TELAPPLIANT-AS
34068|LT|INGOK-AS Ingulets Ore-Dressing Plant
34069|PL|RADIOGDANSK-AS
34073|LV|ACAD-NET
34074|BG|IBS-BG-AS
34076|PL|ZETO-NET
34077|UA|AIKOTECH-AS
34078|IR|AZARAKHSHAVA
34079|GB|EDUSERV-AS
34080|CZ|MIRAMO-AS
34081|IT|SERVER24-AS V. Scurcia'str. 36
34083|AM|ORG-AL161-RIPE
34085|RU|NICO-BANK-AS
34086|DE|SCZN-AS
34087|NO|NTE-BREDBAND NIX 1, Oslo, Norway
34088|DE|GDY-FRANCE
34089|RU|NEARMEDIC-AS
3408|US|AMC-NETWORKS - Rainbow Media Holdings LLC
34090|DE|PAYSAFE-AT-AS
34092|UA|TVCOM-AS
34093|CZ|PLUSLINE-AS
34094|UA|AGRICOLE-AS
34098|RU|ZENIT-BANK-AS
34099|GB|ROAD-TECH-COMPUTER-SYSTEMS
3409|US|CALLVOX - Callvox
340|Unknown|AS340
34100|NO|STORTINGET-AS
34102|RU|AWANTI-AS
34106|NL|TELEGRAAF-AS AS NV Holdingmaatschappij De Telegraaf
34108|NL|BREEDBANDDELFT
3410|US|CORNELLCOLLEGE - Cornell College
34110|IE|NETWORK-IE-AS
34111|RU|ASBOKOV
34113|LB|NS-REALISP1
34114|ES|ZONA-FRANCA-CADIZ-AS
34117|TR|OYAKYATIRIM
34119|GB|WILDCARD-AS Wildcard UK Limited
3411|CA|SMH-ASN - St. Michael's Hospital
34120|LT|VT-ASN
34121|RU|RUSAL-AS
34123|RU|NETORN-AS
34124|DE|TRUST
34125|DE|BECHTLEFN-AS Bechtle Hosting & Operations GmbH & Co. KG
34127|DE|MUNICH-AIRPORT-AS
3412|CH|CREDITSUISSEGROUP-AS Credit Suisse Group
34130|RO|ERB-AS Dimitrie Pompeiu 6A
34131|RS|POSTANSKA-AS
34133|SE|NETIT-AS
34134|GB|FREECLIX
34137|RU|RUAMUR-AS
34139|RU|TSINET-AS
34141|NL|IN2IP-AS
34142|UA|BARTA-AS
34144|BE|EUSIP-RACK66
34145|RU|TOMTEL
34146|CH|ISP-SOLUTIONS-AS Geneva, Switzerland
34147|RU|PROMEK-BANK-AS
34153|GB|YELP-CORP
34154|DE|CONFIGO-AS
34155|RU|MAYKOR
34156|DE|BAHN-AS-BLN
34161|DE|FSD-FFM-AS Frankenallee 71-81
34162|TR|ARKAS-
34164|GB|AKAMAI-LON
34165|DK|LOGIQIT-APS
34166|RU|ELECOM-AS
34167|BE|EUROPOOL-AS
34168|RU|ELCOM-ISP-AS
34169|PL|MEDIA-COM-TYCHY
34170|AZ|AS-AZTELEKOM Azerbaijan Telecomunication ISP
34171|DE|INTERDOTNET-LIG-AS
34172|DE|ELK-BAWUE-AS Evangelischer Oberkirchenrat Stuttgart
34173|DE|SAFEBRANDS-AS
34176|RO|AUTOROM-AS
34177|FR|CELESTE-AS CELESTE - Internet services provider
34178|EU|QINETIQ
34180|RU|INKO-NET-AS
34182|CH|FUTURELAB futureLAB AG, Zurich, Switzerland
34183|AT|BMGAT-AS AUSTRIA
34184|RO|BT
34185|RU|ITL-VL-AS
34187|UA|RENOME-AS
34188|FI|OPO-AS
34190|UA|MICROCOM-UA-AS
34191|DE|DGBS-NUE-DE-AS Germany
34192|RU|TRANSITEC
34193|DE|EQUINUX-AS
34197|FR|SHRD-AS
34199|PL|EFL-AS
341|Unknown|AS341
34201|RO|PADICOM
34204|UA|KHUST-AS
34205|RU|MRBD-AS
34208|PL|ZMP-GDANSK-AS
34209|PL|EQUINIX
34210|NL|FLOWTRADERS
34211|RU|LANPORT-AS
34212|PL|PL-KULCZYKTR-AS Krancowa 44, 61-037 Poznan, Poland
34213|DE|INFOR-AS2
34214|UA|IPMG-AS
34215|NL|ATINET
34216|IT|TRENITALIA-AS
34217|RU|ALFATEL-AS
34218|IE|H3G
34219|DE|ARCHE-AS
3421|US|ATTIS-ASN3421 - AT&T Internet Services
34221|RU|QL-AS
34222|CZ|ZONER-AS
34223|RU|N-REGION
34224|BG|NETERRA-AS
34225|DE|SPEEDPARTNER
34226|HU|RUBICOM-HU-AS
34228|SE|SERVERA-AS Stockholm, Sweden
3422|US|ATTIS-ASN3422 - AT&T Internet Services
34230|RU|FASTEL-AS
34232|RU|PULNET
34233|NL|SUPERIOR-AS
34234|SE|DEPENDIT-AS
34235|FR|ASPSERVEUR-AS
34236|SE|IDEA-VMI
34239|GR|INTERAMERICAN General Insurance Company
3423|US|ATTIS-ASN3423 - AT&T Internet Services
34240|DE|MANITU
34241|RU|NCT-AS
34243|GB|WEBAGE
34244|SE|TELESERVICE
34245|IE|MAGNET-AS
34246|RU|RU-FORTUM
34247|DE|TSI-DDM-AS
34248|UA|VELTON-TC-AS Kharkov, Ukraine
3424|US|HFMT - National Nuclear Security Administration, Kansas City Plant
34250|UZ|UZTELECOM-AS
34251|UA|IMC-AS
34252|PL|CELESTYNET-AS
34253|GB|WPP-EMEA-AS domain@cmtww.com 20120910
34254|PL|HORNET-AS
34256|DE|NEMUNET-AS Gebr?der-Rehse-Str. 12
34258|RS|EUROBANK-EFG
34259|UA|HIGHLOADSYSTEMS
3425|US|ESNET-AS - ESnet
34261|CH|BUHLERGROUP
34262|HU|BIOTEVA-AS
34263|FI|MPYNET-AS Mikonkatu 16
34265|UA|SILVERTELECOM-AS
34267|RU|DEBRYANSK-AS-1
34268|RU|AINET
34270|GB|INETC Internet Connections Ltd
34271|CH|CDROM
34272|BG|ACTAVIS-AS
34273|FI|FISBS-AS
34276|DE|RABOBANK
34277|RU|ALFA-LTD-AS
34278|UA|UA-ISP-AS
34279|RO|TELETRANS
34280|UA|INTELCOM-AS
34281|IT|ITALSPAZIO-AS
34282|GB|UKNOC-AS
34283|RU|KEPLER-ROMINFO Bucharest, Bd.Ghica Tei 108
34284|PL|ASSECOBS-CPDL
34285|ES|JJAA-AS
34287|RU|VOLGOGRAD-GSM-AS
34288|CH|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug
3428|Unknown|AS3428
34290|CH|EBU
34291|RU|CINVB-AS
34293|CZ|ASJSTEL
34294|GB|ACCENTURE-AS
34295|BG|ETA-BG-ASN
34296|DE|MILLENICOM-AS
34298|PL|AXPL-AS
34299|RS|TREZOR-AS
342|Unknown|AS342
34300|RU|SPACENET-AS Internet Service Provider
34301|RO|KFNET
34303|RU|BELTELECOM
34304|RO|TEENTELECOM
34305|NL|BASEIP
34306|FR|MOBIUS-AS
34308|DE|RIEDEL-NETWORKS
34309|DE|LINK11 Link11 GmbH
34310|CH|PENTANET-AS
34311|NL|LG-AS
34312|UA|ARMNET-AS
34314|BG|ESNET-AS
34315|CZ|MAXNET-AS
34318|AT|MINNIBERGER-AS
3431|Unknown|AS3431
34320|RU|MNW-AS
34321|RU|LDK-AS
34322|RU|VIKMASTER-AS
34323|UA|IPCOM-AS --VELTON--
34324|PL|NETLINK-AS ul. Korabnicka 9, 32-050 Skawina, Poland
34326|EE|CSC-AS
34327|RU|MASTER-TELECOM Moscow, Russia
34329|RU|OMZIT-AS
34330|PL|GSG-AS
34336|RU|SCB2-AS
34337|PL|ELPOS
34339|PL|POLFIN-AS
34340|BG|BNT-AS
34341|IR|NCEM
34342|PL|KRDC-AS
34344|GB|THE-PORT-OF-TILBURY-LONDON-LTD
34345|NL|MMP-AS
34347|AT|CITYNET-AT-AS
34350|GB|MANGROUP
34351|RU|INTER-TELECOM-AS
34352|RU|MCN-AS
34353|RO|NETEX
34354|LV|SKATVIS-AS
34355|UA|INFOSFERA-UA-AS
34356|LB|FCNISP
34358|RO|CLAXTELECOM
34359|UA|UA-LINK-AS
34360|PL|OGICOM
34362|HR|VOLJATEL-HR-AS Zagreb
34367|SI|BSI-AS
34368|BG|THEZONE
34370|LB|CSC
34372|DE|VEGASYSTEMS-AS
34373|NL|XXLNET
34376|BG|TELECOM-GROUP-AS
34378|RU|RUG-AS
34379|UA|TNS-AS2 Kharkov, Ukraine
34380|IL|AMDOCS
34381|DE|METRO-RU-AS Russia
34383|FR|TELOISE-AS
34384|FI|WLANNET-AS
34385|SE|TRIPNET
34386|DE|SGL-CARBON-EU-AS
34387|FI|NETCREW Helsinki, Finland
34389|RU|RU-ITS-NET
34391|FR|PARITEL-01-AS
34392|PL|ISKNET-AS
34393|PL|SYSTEL-AS
34395|BG|CYBCOM-NET-AS-
34397|SA|CYBERIA-RUH Cyberia Riyadh Autonomous System
34398|TR|ETSTUR-AS ETS Tur
34399|UA|MOBISNET-AS
343|Unknown|AS343
34400|SA|ASN-ETTIHADETISALAT
34402|PL|INFOPLUS-AS
34403|TR|INGBANKTR-AS
34404|RS|DELTA-M
34405|IT|ANCITEL-ASN
34407|GB|WAVECREST-AS01
34409|PL|GRATKA-AS
34410|MT|VANILLA-TELECOMS-LTD-MALTA-AS
34415|RO|CORNI-EOLIAN-AS Str. Bistritei nr.3 CAM 4
34416|RO|FDX-AS Bucharest Bdl Lacul Tei 79 Sector 2., 72301, Romania
34417|LV|BLUEORANGE-BANK-AS
34418|TR|GLOBAL-NET-AS
34421|BY|AS34421
34422|DE|LPGHC-AS
34424|PL|PGNIG-AS
34426|SA|SHABAKAHNET-ASN
34427|NL|COMSENSO
34430|NL|QORE-AS
34431|PL|OPTEAM-AS
34432|DE|PHH-AS
34433|FR|UTEL-AS
34434|RU|RU-SCX-AS
34437|GB|CALLCOMM04
34438|CH|PROFZONE
34439|DE|GFD-AS
3443|Unknown|AS3443
34442|GB|AMATISNETWORKS
34443|SK|PABK-AS
34444|FR|EUTELSAT-BACKBONE-AS
34447|LB|ASMYISP
34448|UA|SNTUA-AS
34450|RO|WDC-AS Bucuresti Romania
34451|RO|BROM-AS STR. GEORGE CONSTANTINESCU, NR. 3
34455|DE|HOTSPOTDRIVE
34456|RU|RIALCOM-AS
34457|DE|AMB-GENERALI
34458|LB|SMARTNETS
3445|US|ESNET-AS - ESnet
34460|DE|PHOENIX-AS Sportplatzstr. 30
34461|DE|BREITBANDSERVICE
34462|SK|DITEC-AS
34463|HR|SSPORT-AS
34467|RU|SOTCOM-AS
34469|RO|CONNETRO-AS
3446|US|KANSAS - State of Kansas
34470|RU|PTKOM-AS PortTelekom Autonomous system
34471|ES|EXCOM-AS
34472|RU|ROSENERGOBANK-AS
34477|AT|NETMAN
34478|TR|UEKAE-AS
34479|RU|TSC-AS High Current Electronics Institute
3447|US|CENTURYLINK-LEGACY-EMBARQ-CMDS - Embarq Corporation
34482|DK|CIRQUE Danish Internet Service Provider
34483|DE|WOLFSKIN-AS
34485|RU|EUROSET-RETAIL
34488|SI|BANK-AUSTRIA-LJUBLJANA-AS Smartinska 140
34489|HU|AIRPLANET-AS
34490|RU|TSC-AS Tomsk, Russia
34491|BG|BULSTRAD-AS
34493|FR|OCCTERRA-AS
34494|PL|PL-LUKMAN-
34497|GG|AS2E2_1
34499|GB|BLACKBOX-LINX
3449|AR|Universidad Nacional de Buenos Aires
344|Unknown|AS344
34500|RU|CTSPI
34502|AT|XLINK-AS Xklink
34503|RU|YOUNET74-AS
34504|RU|INTERPROM-AS
34505|IE|VISTATEC-AS -------- INEX Peers --------
34506|DK|SUPERGROS
34508|RU|PORTTEL-AS
34509|PL|BMJ-AS
3450|US|UTK - University of Tennessee, Knoxville
34510|FR|AFONE-AS
34511|ES|F-INTEGRA-AS Manresa 5
34513|IR|TSTONLINE-AS TSTonline connection provider
34514|CH|FUTURECOM
34515|IQ|NEXTNET-AS
34516|GR|ARX-NET
34517|RO|MAXNET-AS Nicolae Titulecu 38, ap. 44
34518|RU|FATUM-AS Russia, Kazan, 420061, Kosmonavtov, str.29a
34519|HR|VJESNIK-AS
34520|DE|DFG-AS
34521|SK|ATOS-SK-AS
34522|HR|MORH
34523|GB|EMAILSYSTEMS
34524|BG|DIGICOM-AS
34525|PL|KOBA-AS Polish ISP
34527|RU|NETFORT-AS Netfort, Moscow, Russia
34528|RU|RNIC-AS
34529|RO|GNT-MD-AS GLOBAL NETWORK TECHNOLOGY SRL
3452|US|UAB-AS - University of Alabama at Birmingham
34530|PL|ASSECO-DS-AS
34531|DE|BIOS
34532|CH|BRUETSCH-RUEGGER
34533|RU|ESAMARA-AS
34536|FR|NEWEL-AS
34538|RO|QUICK-NET-AS Str. Traian Grozavescu nr.7
34540|HR|MSTART-AS
34541|FI|ONLINESOLUTIONS-AS
34543|RO|BCR
34544|PL|PL-AS-3PL 3.PL s.c.
34546|PL|DFQS-AS
34547|MK|TELESMART-AS
34548|DE|KNV-AS
34549|DE|MEER-AS meerfarbig GmbH & Co. KG
3454|MX|Universidad Autonoma de Nuevo Leon
34550|RU|INTERCON-AS INTERCON AS
34551|RO|IF-CFR-AS
34552|RU|TKURAL-AS
34554|CH|ANTANET Antares Kommunikationstechnik AG
34555|GB|CCS-LEEDS-ASN Unit A, Seacroft Trade Park
34556|SE|SE-IPONLY
34557|TJ|TACOM-AS 47a Lahuti st
34558|MT|TELEMAIL
3455|US|WAUSAU-INS - Liberty Mutual Group
34560|RO|SOFTEX-AS
34561|RU|FONNET
34562|NL|PROIP-AS In case of problems contact noc@proip.net
34563|HU|MICROSEC-AS
34564|DE|GOTHAER-AS Gothaer Versicherungen
34568|DE|CONNECTINGBYTES-AS
34569|BG|NETWORX-BG Stefany-Style
3456|US|TW-CABLE - Time Warner Cable
34572|FR|HELIANTIS-AS
34573|RU|OBERON-ASN
34574|RU|REKSOFT-AS
34576|SE|REGIONSKANE-SE REGION SKANE
34577|BG|SKATTV-AS
34578|CH|BEDAG
34579|UA|SOYUZ-AS
3457|US|ORACLE-4 - Oracle Corporation
34580|RU|UNITLINE_MSK_NET1
34583|IL|ALVARION
34584|RU|KHBDSV # downlink to customer DalComBank
34586|DE|DR-EUROPE
34587|GB|HLM2-AS
34589|BG|IFAO-BG-AS
3458|US|VWNA-AS - Volkswagen Group of America, Inc.
34590|RU|IZHEVSK-AS
34592|IR|IRIPO-NET
34593|TR|TR-TAKASBANK
34594|HR|OT-AS
34597|RU|ONYX-HOLDING-AS
